video-id,t-start,t-end,score,label
video_test_0001389,12.8,25.9,1.3421048,TennisSwing
video_test_0001389,28.8,29.4,0.32088357,TennisSwing
video_test_0001389,38.1,38.4,0.43435144,TennisSwing
video_test_0001389,39.7,41.5,0.4930661,TennisSwing
video_test_0001389,48.6,49.4,0.88559836,TennisSwing
video_test_0001389,52.9,68.4,1.5295686,TennisSwing
video_test_0001389,70.5,86.6,1.6508396,TennisSwing
video_test_0001389,87.6,88.2,0.57664746,TennisSwing
video_test_0001389,95.8,108.2,1.4291501,TennisSwing
video_test_0001389,109.0,122.5,1.2725621,TennisSwing
video_test_0001389,127.1,127.7,0.37901413,TennisSwing
video_test_0001389,129.2,129.9,0.33231735,TennisSwing
video_test_0001389,130.8,131.3,0.42290393,TennisSwing
video_test_0000443,0.0,12.6,0.8020168,ThrowDiscus
video_test_0000443,50.9,60.2,0.8089037,ThrowDiscus
video_test_0000443,68.7,82.4,0.9700574,ThrowDiscus
video_test_0000443,111.2,123.4,0.7277088,ThrowDiscus
video_test_0000443,128.4,145.2,1.1869258,ThrowDiscus
video_test_0000443,147.1,154.6,0.5713077,ThrowDiscus
video_test_0000443,167.1,178.3,0.9272608,ThrowDiscus
video_test_0000443,206.0,212.7,0.77706397,ThrowDiscus
video_test_0000443,213.9,217.0,0.66060656,ThrowDiscus
video_test_0000443,237.1,246.0,0.49710515,ThrowDiscus
video_test_0000443,289.1,291.4,0.54901505,ThrowDiscus
video_test_0000505,0.0,0.4,0.48501253,CleanAndJerk
video_test_0000505,3.8,5.3,0.5709649,CleanAndJerk
video_test_0000505,6.7,7.2,0.43094024,CleanAndJerk
video_test_0000505,8.8,13.1,0.9935907,CleanAndJerk
video_test_0000505,14.2,16.1,0.51183254,CleanAndJerk
video_test_0000505,20.6,23.5,0.76102203,CleanAndJerk
video_test_0000505,25.4,30.5,0.65164304,CleanAndJerk
video_test_0000505,31.3,40.1,1.1139143,CleanAndJerk
video_test_0000505,43.0,45.6,0.6037871,CleanAndJerk
video_test_0000505,52.0,52.2,0.13632946,CleanAndJerk
video_test_0000505,52.9,55.9,0.7499856,CleanAndJerk
video_test_0000505,63.9,64.2,0.3126273,CleanAndJerk
video_test_0000505,65.1,70.5,0.71106976,CleanAndJerk
video_test_0000505,84.8,85.2,0.28851408,CleanAndJerk
video_test_0000505,86.7,89.4,0.2805744,CleanAndJerk
video_test_0000505,94.0,96.9,0.42389274,CleanAndJerk
video_test_0000505,108.4,108.8,0.35555065,CleanAndJerk
video_test_0000505,118.9,119.3,0.50810707,CleanAndJerk
video_test_0000505,140.0,184.0,1.145602,CleanAndJerk
video_test_0000505,185.0,191.9,1.05346,CleanAndJerk
video_test_0000505,200.2,229.8,0.9569629,CleanAndJerk
video_test_0000505,230.6,233.6,0.38408214,CleanAndJerk
video_test_0001468,7.7,19.4,0.42089763,ThrowDiscus
video_test_0001468,21.8,43.7,0.51341087,ThrowDiscus
video_test_0001468,46.0,46.8,0.4288205,ThrowDiscus
video_test_0001468,51.9,56.7,0.2754,ThrowDiscus
video_test_0001468,60.3,90.3,0.7260082,ThrowDiscus
video_test_0001468,92.1,92.3,0.116333775,ThrowDiscus
video_test_0001468,108.3,110.9,0.060543865,ThrowDiscus
video_test_0001468,116.7,118.7,0.14722016,ThrowDiscus
video_test_0001468,119.8,121.3,0.28157994,ThrowDiscus
video_test_0001468,122.7,124.1,0.18078142,ThrowDiscus
video_test_0001468,125.2,126.5,0.16878816,ThrowDiscus
video_test_0001468,128.1,130.0,0.3234434,ThrowDiscus
video_test_0001468,131.1,132.0,0.12676294,ThrowDiscus
video_test_0001468,176.2,182.9,0.2558411,ThrowDiscus
video_test_0001008,7.3,7.7,0.22207476,HighJump
video_test_0001008,9.8,15.3,0.7361392,HighJump
video_test_0001008,16.0,21.2,0.8997955,HighJump
video_test_0001008,23.6,24.0,0.32813495,HighJump
video_test_0001008,28.5,32.9,1.0298637,HighJump
video_test_0001008,37.7,43.8,1.0391434,HighJump
video_test_0001008,45.7,49.8,1.0822011,HighJump
video_test_0001008,52.7,54.4,0.45991957,HighJump
video_test_0001008,58.2,64.1,1.2153145,HighJump
video_test_0001008,70.1,79.5,1.3000475,HighJump
video_test_0001008,80.7,81.4,0.2405558,HighJump
video_test_0001008,83.0,97.1,1.4073632,HighJump
video_test_0001072,10.0,14.6,0.8670019,HammerThrow
video_test_0001072,16.7,22.5,0.4951264,HammerThrow
video_test_0001072,37.0,44.7,1.5878811,HammerThrow
video_test_0001072,47.7,49.4,0.5400269,HammerThrow
video_test_0001072,60.4,77.9,1.5980513,HammerThrow
video_test_0001072,87.7,100.3,1.5355847,HammerThrow
video_test_0001072,102.1,106.6,0.6031027,HammerThrow
video_test_0001072,109.3,111.8,0.50846595,HammerThrow
video_test_0001072,114.6,133.6,1.6120738,HammerThrow
video_test_0001072,152.1,160.4,1.6263218,HammerThrow
video_test_0001072,162.3,165.7,1.0734674,HammerThrow
video_test_0001072,170.6,171.1,0.2675718,HammerThrow
video_test_0001072,179.8,184.6,1.5476059,HammerThrow
video_test_0001072,231.2,240.5,0.4702054,HammerThrow
video_test_0001072,243.7,245.1,1.1604168,HammerThrow
video_test_0001072,249.0,256.0,1.5892986,HammerThrow
video_test_0000238,1.6,11.3,0.31721723,GolfSwing
video_test_0000238,12.2,13.6,0.2712633,GolfSwing
video_test_0000238,17.7,23.5,0.4179398,GolfSwing
video_test_0000238,27.2,28.5,0.53391546,GolfSwing
video_test_0000238,30.2,39.2,0.95799065,GolfSwing
video_test_0000238,40.4,41.6,0.15321006,GolfSwing
video_test_0000238,42.5,43.2,0.2477093,GolfSwing
video_test_0000238,44.1,45.1,0.1969696,GolfSwing
video_test_0000238,45.8,49.3,0.33033165,GolfSwing
video_test_0000238,64.3,67.5,0.59469646,GolfSwing
video_test_0000238,68.7,69.6,0.25392318,GolfSwing
video_test_0000238,70.4,70.9,0.22838143,GolfSwing
video_test_0000238,73.5,73.9,0.24852544,GolfSwing
video_test_0000238,75.7,78.2,0.2703299,GolfSwing
video_test_0000238,80.4,83.2,0.35638702,GolfSwing
video_test_0000238,84.6,85.8,0.59142184,GolfSwing
video_test_0000238,87.2,102.6,0.54880106,GolfSwing
video_test_0001531,8.7,40.1,1.7319701,TennisSwing
video_test_0001531,41.1,45.0,1.1874278,TennisSwing
video_test_0001531,46.6,47.7,0.58649755,TennisSwing
video_test_0001531,48.5,106.4,0.91428405,TennisSwing
video_test_0001531,113.1,125.8,0.9670997,TennisSwing
video_test_0001531,127.5,130.6,0.60470814,TennisSwing
video_test_0001531,135.2,148.2,0.96837956,TennisSwing
video_test_0001531,149.6,151.4,0.5378763,TennisSwing
video_test_0000950,0.0,20.9,0.9661869,HammerThrow
video_test_0000950,50.8,54.9,0.53044456,HammerThrow
video_test_0000950,76.2,77.2,0.22630535,HammerThrow
video_test_0000950,78.8,95.7,1.0706928,HammerThrow
video_test_0000950,101.3,110.5,0.34173954,HammerThrow
video_test_0000950,128.8,134.0,0.6591556,HammerThrow
video_test_0000950,153.9,163.8,0.6883517,HammerThrow
video_test_0000950,164.6,170.7,0.5178535,HammerThrow
video_test_0000950,199.5,210.1,0.8553435,HammerThrow
video_test_0000950,212.6,219.0,1.3450751,HammerThrow
video_test_0000950,226.8,229.8,0.33129278,HammerThrow
video_test_0000950,246.6,248.1,0.5219934,HammerThrow
video_test_0000950,248.9,260.0,0.93230104,HammerThrow
video_test_0000950,261.6,264.9,0.5874665,HammerThrow
video_test_0000950,274.1,280.2,0.9565023,HammerThrow
video_test_0000950,297.9,308.3,1.1216749,HammerThrow
video_test_0000950,311.2,312.6,0.14985375,HammerThrow
video_test_0000950,315.4,318.2,0.445532,HammerThrow
video_test_0000950,336.6,343.3,1.2254523,HammerThrow
video_test_0000950,357.2,358.0,0.29378518,HammerThrow
video_test_0000950,359.1,369.7,0.8373781,HammerThrow
video_test_0000950,389.2,391.2,0.40894213,HammerThrow
video_test_0000950,392.6,396.5,1.3516262,HammerThrow
video_test_0000950,406.4,410.1,0.2158773,HammerThrow
video_test_0000950,414.9,431.0,1.1587325,HammerThrow
video_test_0000950,450.2,457.3,1.4642292,HammerThrow
video_test_0000950,458.6,462.2,0.686003,HammerThrow
video_test_0000950,476.5,496.8,1.0833344,HammerThrow
video_test_0000950,503.8,506.2,0.123651475,HammerThrow
video_test_0000950,507.9,522.0,0.48566708,HammerThrow
video_test_0000950,540.1,547.6,0.32388297,HammerThrow
video_test_0000950,563.6,573.1,0.6759101,HammerThrow
video_test_0000950,580.4,592.1,0.92148143,HammerThrow
video_test_0000950,595.3,596.1,0.27354974,HammerThrow
video_test_0000950,597.5,601.0,0.22592857,HammerThrow
video_test_0000950,603.0,607.8,0.29596695,HammerThrow
video_test_0000950,608.9,612.5,1.2465955,HammerThrow
video_test_0000950,632.8,642.1,0.9414989,HammerThrow
video_test_0000950,647.9,653.3,0.60169065,HammerThrow
video_test_0000950,696.2,709.4,0.69134223,HammerThrow
video_test_0000950,736.2,742.3,1.2109073,HammerThrow
video_test_0000950,798.4,804.6,0.90689796,HammerThrow
video_test_0000950,806.5,810.7,0.6738015,HammerThrow
video_test_0000950,823.0,833.6,1.2211627,HammerThrow
video_test_0000950,841.8,845.1,0.3060763,HammerThrow
video_test_0000950,852.4,881.1,1.1582142,HammerThrow
video_test_0000950,884.0,888.6,1.2458575,HammerThrow
video_test_0000950,911.1,923.8,0.9226482,HammerThrow
video_test_0000950,928.6,932.2,0.7793771,HammerThrow
video_test_0000950,953.8,966.1,1.1529758,HammerThrow
video_test_0000950,972.8,985.0,0.7166195,HammerThrow
video_test_0000950,986.6,989.8,0.30488673,HammerThrow
video_test_0000950,993.9,998.2,1.1090975,HammerThrow
video_test_0000950,1044.6,1053.3,0.99746525,HammerThrow
video_test_0000950,1064.3,1068.1,0.67429894,HammerThrow
video_test_0000950,1078.0,1081.2,0.21572286,HammerThrow
video_test_0000950,1093.9,1095.8,0.43086368,HammerThrow
video_test_0000950,1100.6,1100.9,0.22988813,HammerThrow
video_test_0000950,1116.2,1127.7,0.486974,HammerThrow
video_test_0000950,1205.4,1214.4,1.1971632,HammerThrow
video_test_0000950,1238.9,1245.0,1.0747529,HammerThrow
video_test_0000950,1247.3,1249.8,0.2054814,HammerThrow
video_test_0000950,1252.4,1255.1,0.64740777,HammerThrow
video_test_0000950,1256.3,1260.6,0.7472096,HammerThrow
video_test_0000950,1274.3,1286.8,1.302484,HammerThrow
video_test_0001080,9.7,32.3,1.1173567,ThrowDiscus
video_test_0001080,38.4,38.6,0.03206801,ThrowDiscus
video_test_0001080,39.6,42.7,0.2283553,ThrowDiscus
video_test_0001080,43.4,43.8,0.14701077,ThrowDiscus
video_test_0001080,52.7,54.5,0.25750104,ThrowDiscus
video_test_0001080,63.1,65.6,0.5290473,ThrowDiscus
video_test_0000073,7.0,16.9,1.4662889,HighJump
video_test_0000073,20.3,34.5,1.2292064,HighJump
video_test_0000073,37.0,59.9,1.367849,HighJump
video_test_0000073,60.9,61.6,0.24306893,HighJump
video_test_0000073,68.9,69.5,0.65264994,HighJump
video_test_0001223,0.0,15.4,0.8804018,HighJump
video_test_0001223,17.5,19.8,0.84359324,HighJump
video_test_0001223,29.3,40.4,0.6363642,HighJump
video_test_0001223,48.8,50.1,0.32256734,HighJump
video_test_0001223,51.1,57.9,0.5154258,HighJump
video_test_0001223,78.4,89.7,1.2383087,HighJump
video_test_0001223,95.8,99.6,0.37631544,HighJump
video_test_0001223,101.4,108.1,0.718984,HighJump
video_test_0001223,109.3,116.0,0.49086222,HighJump
video_test_0000558,32.5,47.8,1.2529758,Billiards
video_test_0000558,48.8,50.4,0.77568865,Billiards
video_test_0000558,52.5,59.3,0.8238445,Billiards
video_test_0000558,60.5,64.0,1.0609891,Billiards
video_test_0000558,65.5,91.0,1.5555179,Billiards
video_test_0000558,91.7,109.9,1.6487322,Billiards
video_test_0000558,110.9,200.0,1.8405823,Billiards
video_test_0001431,1.0,19.9,0.99437684,ThrowDiscus
video_test_0001431,30.7,41.8,0.4079743,ThrowDiscus
video_test_0001431,53.8,54.3,0.09970777,ThrowDiscus
video_test_0001431,55.4,56.7,0.24963868,ThrowDiscus
video_test_0001431,58.8,65.9,0.5219171,ThrowDiscus
video_test_0001431,68.2,75.2,0.44459286,ThrowDiscus
video_test_0001431,76.2,78.2,0.17290589,ThrowDiscus
video_test_0001431,88.8,108.0,1.1893994,ThrowDiscus
video_test_0001431,112.5,118.2,0.3125343,ThrowDiscus
video_test_0001431,130.2,133.5,0.6194165,ThrowDiscus
video_test_0001431,135.4,136.0,0.6633495,ThrowDiscus
video_test_0001431,137.5,150.0,1.288209,ThrowDiscus
video_test_0001431,152.9,160.7,0.43956512,ThrowDiscus
video_test_0001431,161.7,162.1,0.18753068,ThrowDiscus
video_test_0001431,163.0,163.4,0.13918735,ThrowDiscus
video_test_0001431,175.6,193.7,1.0727062,ThrowDiscus
video_test_0001431,205.9,208.1,0.2618237,ThrowDiscus
video_test_0001431,209.4,210.1,0.15684219,ThrowDiscus
video_test_0001431,214.0,218.1,0.22618462,ThrowDiscus
video_test_0001431,231.0,235.1,0.3622799,ThrowDiscus
video_test_0001431,236.2,237.2,0.097583026,ThrowDiscus
video_test_0001431,237.9,249.2,1.3033242,ThrowDiscus
video_test_0001431,267.8,275.2,0.52945447,ThrowDiscus
video_test_0001431,276.8,279.4,0.349509,ThrowDiscus
video_test_0001431,281.0,282.7,0.25291073,ThrowDiscus
video_test_0001431,287.9,288.2,0.050624184,ThrowDiscus
video_test_0001431,289.0,297.8,0.25226134,ThrowDiscus
video_test_0001431,300.8,305.3,0.28902248,ThrowDiscus
video_test_0001431,306.0,306.1,0.08816116,ThrowDiscus
video_test_0001431,319.2,321.1,0.6034091,ThrowDiscus
video_test_0001431,323.2,333.1,1.1705527,ThrowDiscus
video_test_0001431,336.3,339.2,0.4947191,ThrowDiscus
video_test_0001431,349.7,350.1,0.1280113,ThrowDiscus
video_test_0000591,4.5,7.3,1.59996,SoccerPenalty
video_test_0000591,9.8,16.5,1.7434847,SoccerPenalty
video_test_0000591,23.0,29.4,1.2852018,SoccerPenalty
video_test_0000541,0.1,6.8,0.8481832,PoleVault
video_test_0000541,8.6,17.0,0.79018223,PoleVault
video_test_0001118,16.4,30.0,1.9303483,SoccerPenalty
video_test_0001118,35.4,45.1,2.0018651,SoccerPenalty
video_test_0001118,45.8,62.6,1.8228228,SoccerPenalty
video_test_0000026,42.7,67.2,1.5016754,TennisSwing
video_test_0000026,75.5,97.1,1.4003396,TennisSwing
video_test_0000026,117.2,127.8,1.0094085,TennisSwing
video_test_0000026,141.9,163.8,1.2182297,TennisSwing
video_test_0000026,172.9,207.2,1.3644898,TennisSwing
video_test_0001484,20.2,20.6,-0.072927855,SoccerPenalty
video_test_0000577,0.5,7.1,0.5586978,Billiards
video_test_0000577,8.4,20.7,0.64037955,Billiards
video_test_0000577,21.7,30.6,0.61811334,Billiards
video_test_0000577,37.6,71.8,1.498899,Billiards
video_test_0000577,74.2,80.5,0.8422579,Billiards
video_test_0000577,83.1,84.1,0.27029207,Billiards
video_test_0000577,85.1,87.8,0.2962544,Billiards
video_test_0000577,89.9,94.3,0.30781454,Billiards
video_test_0000577,95.1,118.7,1.7226876,Billiards
video_test_0000577,120.0,127.1,1.5902346,Billiards
video_test_0000714,1.0,3.1,0.14610901,BaseballPitch
video_test_0000714,3.9,4.2,0.46463454,BaseballPitch
video_test_0000714,11.8,18.4,0.3887412,BaseballPitch
video_test_0000714,21.5,22.1,0.4587856,BaseballPitch
video_test_0000714,25.8,35.4,1.1172918,BaseballPitch
video_test_0000714,36.8,45.6,1.060846,BaseballPitch
video_test_0000714,49.3,53.2,0.16839759,BaseballPitch
video_test_0000714,56.2,57.5,0.23566402,BaseballPitch
video_test_0000714,59.9,60.7,0.27746874,BaseballPitch
video_test_0000714,63.2,69.7,0.85896975,BaseballPitch
video_test_0000714,82.0,84.7,0.45871878,BaseballPitch
video_test_0000714,96.2,96.9,0.28088886,BaseballPitch
video_test_0000714,98.5,101.8,0.73997957,BaseballPitch
video_test_0000714,110.9,111.2,0.3026435,BaseballPitch
video_test_0000714,113.2,114.7,0.6987927,BaseballPitch
video_test_0000714,128.9,132.0,0.31498912,BaseballPitch
video_test_0000714,135.2,160.6,1.2759931,BaseballPitch
video_test_0000714,167.5,169.0,0.5128664,BaseballPitch
video_test_0000714,171.6,172.1,0.22253887,BaseballPitch
video_test_0000714,176.8,179.4,1.1415709,BaseballPitch
video_test_0001174,0.0,5.7,0.66327727,HammerThrow
video_test_0001174,10.6,14.3,1.3634248,HammerThrow
video_test_0001174,16.1,17.3,0.32638866,HammerThrow
video_test_0001174,18.7,22.0,0.15646031,HammerThrow
video_test_0001174,28.2,33.1,0.5174373,HammerThrow
video_test_0001174,37.4,37.7,0.15814689,HammerThrow
video_test_0001174,39.9,41.2,0.42872855,HammerThrow
video_test_0001174,43.4,44.3,0.42354318,HammerThrow
video_test_0001174,45.9,47.8,0.527171,HammerThrow
video_test_0001174,52.7,56.4,1.3456637,HammerThrow
video_test_0001174,58.1,59.8,0.46884164,HammerThrow
video_test_0001174,61.0,64.3,0.23909782,HammerThrow
video_test_0001174,70.4,75.2,0.5449877,HammerThrow
video_test_0001174,81.0,81.1,-0.04646465,HammerThrow
video_test_0001174,82.0,83.4,0.45651394,HammerThrow
video_test_0001174,85.6,87.3,0.26389804,HammerThrow
video_test_0001174,88.1,92.2,0.32890514,HammerThrow
video_test_0001174,93.5,94.4,0.9025543,HammerThrow
video_test_0001174,95.2,101.2,0.6646277,HammerThrow
video_test_0001174,102.8,103.2,0.2407099,HammerThrow
video_test_0001174,104.1,109.0,0.459982,HammerThrow
video_test_0001174,113.4,119.6,0.5864477,HammerThrow
video_test_0001174,120.9,122.0,0.24442491,HammerThrow
video_test_0001174,123.4,130.2,0.4732995,HammerThrow
video_test_0001174,133.8,137.9,0.76391405,HammerThrow
video_test_0001174,139.2,141.5,0.6767202,HammerThrow
video_test_0001174,142.6,143.9,0.479399,HammerThrow
video_test_0001174,144.8,146.8,0.18880315,HammerThrow
video_test_0001174,148.1,150.7,0.3785969,HammerThrow
video_test_0001174,153.7,158.9,0.998455,HammerThrow
video_test_0001174,161.0,163.0,0.40682644,HammerThrow
video_test_0001174,165.6,167.8,0.3420474,HammerThrow
video_test_0001174,174.9,179.0,1.3845654,HammerThrow
video_test_0001174,180.9,182.2,0.26997003,HammerThrow
video_test_0001174,186.6,189.3,0.95448047,HammerThrow
video_test_0001174,190.9,192.2,0.34843686,HammerThrow
video_test_0001174,193.7,199.0,0.6439296,HammerThrow
video_test_0001174,201.0,204.0,1.1594439,HammerThrow
video_test_0001174,205.5,206.5,0.4366666,HammerThrow
video_test_0001174,207.3,208.2,0.09770696,HammerThrow
video_test_0001174,209.6,214.2,0.40311804,HammerThrow
video_test_0001174,219.5,221.3,0.2612761,HammerThrow
video_test_0001174,222.5,222.7,0.24600463,HammerThrow
video_test_0001174,223.9,225.7,0.1770848,HammerThrow
video_test_0001174,231.1,231.9,0.31663272,HammerThrow
video_test_0001146,16.1,17.7,0.53960085,Billiards
video_test_0001146,20.4,25.8,1.14999,Billiards
video_test_0001146,28.2,33.4,1.8193403,Billiards
video_test_0001146,34.6,37.6,1.4619734,Billiards
video_test_0001146,38.8,40.2,0.7339235,Billiards
video_test_0001146,44.0,44.6,0.6306276,Billiards
video_test_0001146,45.6,50.0,0.5378498,Billiards
video_test_0001146,53.7,60.6,1.5538118,Billiards
video_test_0001146,65.4,76.0,1.3186827,Billiards
video_test_0001146,86.0,90.5,0.70856875,Billiards
video_test_0001146,93.0,99.9,1.0211207,Billiards
video_test_0001146,101.1,106.6,0.69187915,Billiards
video_test_0001146,109.7,112.7,0.9573359,Billiards
video_test_0001146,116.8,118.1,0.59988016,Billiards
video_test_0001146,119.0,122.9,0.7652173,Billiards
video_test_0001146,123.7,123.9,0.5916055,Billiards
video_test_0001146,124.7,126.9,0.6521425,Billiards
video_test_0001146,130.3,144.8,1.0735176,Billiards
video_test_0001146,145.6,178.6,1.4617628,Billiards
video_test_0001146,179.3,184.2,0.8684467,Billiards
video_test_0001146,185.2,186.2,0.5431105,Billiards
video_test_0001146,187.7,208.5,1.3610668,Billiards
video_test_0001146,209.9,217.3,0.90038884,Billiards
video_test_0000771,21.8,27.7,1.4069948,Billiards
video_test_0000771,41.4,74.9,1.9485898,Billiards
video_test_0000771,83.5,97.3,1.6416701,Billiards
video_test_0000771,111.8,137.7,1.7140326,Billiards
video_test_0000771,155.7,197.9,1.9495177,Billiards
video_test_0001162,59.3,77.3,0.6304369,ThrowDiscus
video_test_0001162,82.0,87.3,0.86070925,ThrowDiscus
video_test_0001162,95.0,99.0,0.9898064,ThrowDiscus
video_test_0000737,17.3,44.0,1.7560998,CleanAndJerk
video_test_0000737,66.3,69.0,1.4882765,CleanAndJerk
video_test_0000737,80.2,92.4,1.7382091,CleanAndJerk
video_test_0000737,104.2,105.2,0.5876608,CleanAndJerk
video_test_0000737,108.3,110.7,1.2931805,CleanAndJerk
video_test_0000737,115.9,122.0,1.4386977,CleanAndJerk
video_test_0000737,122.7,135.4,1.691618,CleanAndJerk
video_test_0000412,25.9,61.4,1.8095974,Billiards
video_test_0000412,67.9,95.8,1.7829175,Billiards
video_test_0000412,102.7,160.4,1.7096621,Billiards
video_test_0000412,165.9,184.1,1.092002,Billiards
video_test_0000423,0.0,0.1,0.51378083,TennisSwing
video_test_0000423,1.9,4.4,0.6385881,TennisSwing
video_test_0000423,5.9,6.3,0.4522349,TennisSwing
video_test_0000423,7.1,8.5,0.7633904,TennisSwing
video_test_0000423,9.4,12.1,0.51206297,TennisSwing
video_test_0000423,16.6,17.5,0.6140394,TennisSwing
video_test_0000423,18.9,25.9,0.79130226,TennisSwing
video_test_0000423,29.0,47.0,1.067411,TennisSwing
video_test_0000423,48.0,50.3,0.571043,TennisSwing
video_test_0000423,51.2,72.8,0.88803476,TennisSwing
video_test_0000423,76.4,77.8,0.5375012,TennisSwing
video_test_0000423,78.5,82.1,0.54352677,TennisSwing
video_test_0000423,82.8,83.5,0.43959627,TennisSwing
video_test_0000423,84.2,115.5,1.0565542,TennisSwing
video_test_0000423,116.7,131.7,1.0479579,TennisSwing
video_test_0000423,132.8,143.4,1.2255384,TennisSwing
video_test_0000423,144.1,144.9,0.75223273,TennisSwing
video_test_0000423,146.0,146.9,0.5129359,TennisSwing
video_test_0000423,149.5,152.6,0.50942,TennisSwing
video_test_0000423,154.8,156.8,0.49242944,TennisSwing
video_test_0000423,157.6,168.0,0.9235694,TennisSwing
video_test_0000045,0.0,0.9,0.29844213,ThrowDiscus
video_test_0000045,1.9,4.3,0.23799141,ThrowDiscus
video_test_0000045,5.8,7.3,0.40424368,ThrowDiscus
video_test_0000045,8.1,9.0,0.19228703,ThrowDiscus
video_test_0000045,9.9,10.0,-0.031663552,ThrowDiscus
video_test_0000045,13.7,20.8,0.49187958,ThrowDiscus
video_test_0000045,23.4,27.8,0.22871034,ThrowDiscus
video_test_0000045,28.7,29.8,0.18250251,ThrowDiscus
video_test_0000045,48.8,49.7,0.2092313,ThrowDiscus
video_test_0000045,51.5,51.5,0.06679305,ThrowDiscus
video_test_0000045,53.8,59.3,0.2566904,ThrowDiscus
video_test_0000045,64.2,69.9,0.53960055,ThrowDiscus
video_test_0000045,73.9,86.7,0.64078647,ThrowDiscus
video_test_0000045,98.9,103.8,0.34974137,ThrowDiscus
video_test_0000045,107.4,115.9,0.6155516,ThrowDiscus
video_test_0000045,117.0,118.0,0.21625677,ThrowDiscus
video_test_0000045,119.3,120.0,0.10405837,ThrowDiscus
video_test_0000045,123.1,125.2,0.61258286,ThrowDiscus
video_test_0000045,125.9,126.2,0.21241036,ThrowDiscus
video_test_0000045,127.3,128.0,0.21723212,ThrowDiscus
video_test_0000045,129.0,134.5,0.5531863,ThrowDiscus
video_test_0000045,135.2,140.2,1.0739405,ThrowDiscus
video_test_0000045,152.5,166.6,0.51611245,ThrowDiscus
video_test_0000045,169.6,176.0,0.7648299,ThrowDiscus
video_test_0000045,179.9,195.6,0.85268855,ThrowDiscus
video_test_0000045,217.7,218.7,0.24581586,ThrowDiscus
video_test_0000045,222.3,229.2,0.92095095,ThrowDiscus
video_test_0000617,7.2,12.2,0.3751039,CleanAndJerk
video_test_0000617,13.1,16.3,0.6750595,CleanAndJerk
video_test_0000617,20.9,37.1,1.4674501,CleanAndJerk
video_test_0000617,40.4,40.7,0.24562106,CleanAndJerk
video_test_0000617,48.0,48.5,0.35772827,CleanAndJerk
video_test_0000617,51.6,59.3,0.74635065,CleanAndJerk
video_test_0000617,60.3,65.9,0.79113615,CleanAndJerk
video_test_0000617,68.6,85.0,1.2791839,CleanAndJerk
video_test_0000617,85.8,96.5,0.8539164,CleanAndJerk
video_test_0000617,97.4,124.0,1.1699493,CleanAndJerk
video_test_0000617,126.7,127.5,0.29787832,CleanAndJerk
video_test_0000617,135.2,135.9,0.22127827,CleanAndJerk
video_test_0000617,137.1,138.3,0.4918301,CleanAndJerk
video_test_0000617,139.9,140.6,0.42322585,CleanAndJerk
video_test_0000617,142.8,144.1,0.22816429,CleanAndJerk
video_test_0000617,149.9,150.6,0.5547277,CleanAndJerk
video_test_0000617,164.6,167.1,0.69040877,CleanAndJerk
video_test_0000617,168.1,199.5,1.3798627,CleanAndJerk
video_test_0000617,204.2,208.8,0.8982359,CleanAndJerk
video_test_0000617,217.3,217.8,0.35283947,CleanAndJerk
video_test_0000617,219.0,219.2,-0.14999607,CleanAndJerk
video_test_0000617,220.3,221.2,0.40184474,CleanAndJerk
video_test_0000617,223.1,223.5,0.48093498,CleanAndJerk
video_test_0000617,224.7,226.3,0.33220223,CleanAndJerk
video_test_0000617,227.1,228.6,0.33383527,CleanAndJerk
video_test_0000617,233.5,249.4,0.85179275,CleanAndJerk
video_test_0000617,250.9,265.6,0.93493646,CleanAndJerk
video_test_0000617,276.6,279.6,0.4424903,CleanAndJerk
video_test_0000617,280.3,291.4,0.92292553,CleanAndJerk
video_test_0000611,38.1,60.8,1.3532196,GolfSwing
video_test_0000611,61.5,71.7,1.4521122,GolfSwing
video_test_0000611,75.6,90.6,1.1674718,GolfSwing
video_test_0000611,97.0,131.8,1.8818448,GolfSwing
video_test_0000611,133.4,136.6,0.5426618,GolfSwing
video_test_0000611,139.3,143.7,0.7607033,GolfSwing
video_test_0000611,145.5,147.2,0.93559533,GolfSwing
video_test_0000611,148.9,159.6,0.8878747,GolfSwing
video_test_0000611,164.0,164.5,0.6204038,GolfSwing
video_test_0000611,165.2,166.1,0.42308986,GolfSwing
video_test_0000292,4.3,7.0,0.9433912,SoccerPenalty
video_test_0000292,8.5,9.7,0.49435455,SoccerPenalty
video_test_0000292,11.1,17.3,1.5573705,SoccerPenalty
video_test_0000292,19.9,21.7,0.40123174,SoccerPenalty
video_test_0000292,24.8,30.1,1.4871923,SoccerPenalty
video_test_0000292,30.9,30.9,0.2830341,SoccerPenalty
video_test_0000292,35.0,38.3,0.42910278,SoccerPenalty
video_test_0000292,41.6,41.7,0.7987274,SoccerPenalty
video_test_0000292,44.1,48.1,1.5078804,SoccerPenalty
video_test_0000292,49.8,52.7,1.4517901,SoccerPenalty
video_test_0000292,54.2,67.4,1.1758332,SoccerPenalty
video_test_0001201,53.4,60.7,0.7154922,ThrowDiscus
video_test_0001201,65.6,77.2,0.5448209,ThrowDiscus
video_test_0001201,105.0,116.7,0.99950856,ThrowDiscus
video_test_0001201,121.7,127.1,1.0525415,ThrowDiscus
video_test_0001201,128.8,132.0,0.37440246,ThrowDiscus
video_test_0001201,171.2,176.7,0.8543542,ThrowDiscus
video_test_0001201,184.8,185.4,0.40035057,ThrowDiscus
