video-id,t-start,t-end,label
video_test_0000950,101.4,113.2,HammerThrow
video_test_0000950,131.9,140.1,HammerThrow
video_test_0000950,154.7,163.5,HammerThrow
video_test_0000950,209.6,218.8,HammerThrow
video_test_0000950,249.4,260.7,HammerThrow
video_test_0000950,272.9,279.7,HammerThrow
video_test_0000950,298.3,305.6,HammerThrow
video_test_0000950,336.6,342.6,HammerThrow
video_test_0000950,359.3,369.7,HammerThrow
video_test_0000950,390.9,396.3,HammerThrow
video_test_0000950,418.8,425.6,HammerThrow
video_test_0000950,452.0,456.6,HammerThrow
video_test_0000950,477.4,490.2,HammerThrow
video_test_0000950,517.0,523.1,HammerThrow
video_test_0000950,554.3,562.0,HammerThrow
video_test_0000950,580.8,591.0,HammerThrow
video_test_0000950,604.0,612.0,HammerThrow
video_test_0000950,632.9,643.2,HammerThrow
video_test_0000950,668.6,675.8,HammerThrow
video_test_0000950,698.2,708.5,HammerThrow
video_test_0000950,736.0,742.2,HammerThrow
video_test_0000950,767.0,777.9,HammerThrow
video_test_0000950,799.0,804.0,HammerThrow
video_test_0000950,823.6,831.7,HammerThrow
video_test_0000950,884.8,888.2,HammerThrow
video_test_0000950,912.2,922.9,HammerThrow
video_test_0000950,953.6,960.2,HammerThrow
video_test_0000950,973.5,983.6,HammerThrow
video_test_0000950,993.0,998.6,HammerThrow
video_test_0000950,1021.7,1028.2,HammerThrow
video_test_0000950,1046.8,1054.8,HammerThrow
video_test_0000950,1083.8,1091.7,HammerThrow
video_test_0000950,1117.2,1128.0,HammerThrow
video_test_0000950,1170.3,1181.7,HammerThrow
video_test_0000950,1205.6,1216.1,HammerThrow
video_test_0000950,1249.9,1254.4,HammerThrow
video_test_0000950,1276.6,1284.9,HammerThrow
video_test_0001080,0.0,23.3,ThrowDiscus
video_test_0000073,3.8,10.1,ThrowDiscus
video_test_0000073,21.7,23.4,ThrowDiscus
video_test_0000073,36.6,43.4,ThrowDiscus
video_test_0000073,50.4,53.6,ThrowDiscus
video_test_0001223,27.4,33.9,ThrowDiscus
video_test_0001223,74.2,82.7,ThrowDiscus
video_test_0001223,102.0,108.8,ThrowDiscus
video_test_0000558,32.1,34.8,Billiards
video_test_0000558,40.2,42.9,Billiards
video_test_0000558,47.6,48.7,Billiards
video_test_0000558,63.4,64.6,Billiards
video_test_0000558,71.1,73.0,Billiards
video_test_0000558,78.7,79.5,Billiards
video_test_0000558,86.0,87.1,Billiards
video_test_0000558,94.0,95.4,Billiards
video_test_0000558,101.5,103.6,Billiards
video_test_0000558,109.1,109.7,Billiards
video_test_0000558,119.2,120.7,Billiards
video_test_0000558,124.4,125.8,Billiards
video_test_0000558,134.5,136.9,Billiards
video_test_0000558,148.1,148.9,Billiards
video_test_0000558,163.2,164.7,Billiards
video_test_0000558,175.2,176.8,Billiards
video_test_0000558,178.0,179.0,Billiards
video_test_0000558,186.5,187.7,Billiards
video_test_0000558,194.4,195.4,Billiards
video_test_0001431,33.0,41.3,HammerThrow
video_test_0001431,60.3,65.1,HammerThrow
video_test_0001431,71.1,79.0,HammerThrow
video_test_0001431,107.9,118.7,HammerThrow
video_test_0001431,136.0,142.2,HammerThrow
video_test_0001431,146.5,150.6,HammerThrow
video_test_0001431,157.8,161.7,HammerThrow
video_test_0001431,213.1,220.3,HammerThrow
video_test_0001431,238.0,242.0,HammerThrow
video_test_0001431,245.9,250.0,HammerThrow
video_test_0001431,299.0,306.2,HammerThrow
video_test_0001431,321.8,327.7,HammerThrow
video_test_0001431,328.5,333.4,HammerThrow
video_test_0000591,10.5,11.6,SoccerPenalty
video_test_0000591,24.3,25.9,SoccerPenalty
video_test_0000541,1.7,4.8,SoccerPenalty
video_test_0000541,10.1,12.0,SoccerPenalty
video_test_0001118,22.6,27.5,SoccerPenalty
video_test_0001118,48.7,56.8,SoccerPenalty
video_test_0000026,42.7,43.4,TennisSwing
video_test_0000026,44.8,46.9,TennisSwing
video_test_0000026,48.5,50.4,TennisSwing
video_test_0000026,51.5,52.8,TennisSwing
video_test_0000026,53.7,54.3,TennisSwing
video_test_0000026,56.3,58.1,TennisSwing
video_test_0000026,59.9,61.7,TennisSwing
video_test_0000026,63.2,65.3,TennisSwing
video_test_0000026,66.7,67.6,TennisSwing
video_test_0000026,75.7,76.9,TennisSwing
video_test_0000026,78.8,80.0,TennisSwing
video_test_0000026,81.1,82.5,TennisSwing
video_test_0000026,84.5,85.7,TennisSwing
video_test_0000026,90.0,90.9,TennisSwing
video_test_0000026,94.8,96.4,TennisSwing
video_test_0000026,117.7,119.7,TennisSwing
video_test_0000026,120.7,122.1,TennisSwing
video_test_0000026,123.8,125.2,TennisSwing
video_test_0000026,126.5,128.0,TennisSwing
video_test_0000026,142.4,143.8,TennisSwing
video_test_0000026,145.2,146.8,TennisSwing
video_test_0000026,149.0,150.2,TennisSwing
video_test_0000026,152.2,153.4,TennisSwing
video_test_0000026,155.0,156.4,TennisSwing
video_test_0000026,158.6,159.7,TennisSwing
video_test_0000026,161.7,162.5,TennisSwing
video_test_0000026,173.1,174.6,TennisSwing
video_test_0000026,176.6,177.9,TennisSwing
video_test_0000026,179.5,180.6,TennisSwing
video_test_0000026,182.0,183.7,TennisSwing
video_test_0000026,185.7,186.9,TennisSwing
video_test_0000026,187.4,188.2,TennisSwing
video_test_0000026,190.4,191.6,TennisSwing
video_test_0000026,193.3,194.3,TennisSwing
video_test_0000026,195.9,197.0,TennisSwing
video_test_0000026,198.7,200.7,TennisSwing
video_test_0000026,201.4,203.9,TennisSwing
video_test_0000026,204.9,206.1,TennisSwing
video_test_0001484,53.7,55.8,SoccerPenalty
video_test_0001484,56.7,58.9,SoccerPenalty
video_test_0001484,59.4,61.4,SoccerPenalty
video_test_0001484,61.7,65.2,SoccerPenalty
video_test_0001484,65.8,67.9,SoccerPenalty
video_test_0001484,129.9,132.2,SoccerPenalty
video_test_0001484,132.9,135.3,SoccerPenalty
video_test_0001484,135.9,137.7,SoccerPenalty
video_test_0001484,138.3,141.7,SoccerPenalty
video_test_0001484,142.5,143.9,SoccerPenalty
video_test_0001484,198.1,200.2,SoccerPenalty
video_test_0000577,106.9,111.0,Billiards
video_test_0000714,26.2,29.9,BaseballPitch
video_test_0000714,37.0,39.1,BaseballPitch
video_test_0000714,141.4,144.7,BaseballPitch
video_test_0000714,150.1,152.7,BaseballPitch
video_test_0001174,0.4,5.6,ThrowDiscus
video_test_0001174,7.3,14.0,ThrowDiscus
video_test_0001174,28.7,33.0,ThrowDiscus
video_test_0001174,49.4,56.4,ThrowDiscus
video_test_0001174,70.5,76.9,ThrowDiscus
video_test_0001174,94.7,101.2,ThrowDiscus
video_test_0001174,104.0,110.9,ThrowDiscus
video_test_0001174,114.0,119.6,ThrowDiscus
video_test_0001174,123.3,131.4,ThrowDiscus
video_test_0001174,134.4,141.1,ThrowDiscus
video_test_0001174,143.9,153.7,ThrowDiscus
video_test_0001174,154.0,158.6,ThrowDiscus
video_test_0001174,162.1,169.0,ThrowDiscus
video_test_0001174,173.0,178.5,ThrowDiscus
video_test_0001174,183.0,188.8,ThrowDiscus
video_test_0001174,194.0,198.4,ThrowDiscus
video_test_0001174,201.2,203.5,ThrowDiscus
video_test_0001174,207.3,212.6,ThrowDiscus
video_test_0001146,16.1,25.6,Billiards
video_test_0001146,31.2,35.8,Billiards
video_test_0001146,39.1,40.3,Billiards
video_test_0001146,50.2,51.7,Billiards
video_test_0001146,60.0,62.0,Billiards
video_test_0001146,70.4,75.4,Billiards
video_test_0001146,88.6,92.9,Billiards
video_test_0001146,100.6,101.2,Billiards
video_test_0001146,113.7,118.9,Billiards
video_test_0001146,124.8,125.5,Billiards
video_test_0001146,130.3,131.2,Billiards
video_test_0001146,139.2,143.3,Billiards
video_test_0001146,146.7,150.6,Billiards
video_test_0001146,153.6,156.3,Billiards
video_test_0001146,164.7,169.0,Billiards
video_test_0001146,171.9,174.0,Billiards
video_test_0001146,179.7,180.1,Billiards
video_test_0001146,185.3,187.7,Billiards
video_test_0001146,192.6,194.3,Billiards
video_test_0001146,197.5,199.2,Billiards
video_test_0001146,203.5,204.6,Billiards
video_test_0001146,210.3,212.7,Billiards
video_test_0000771,58.1,59.4,Billiards
video_test_0000771,64.3,66.1,Billiards
video_test_0000771,87.1,88.5,Billiards
video_test_0000771,95.2,96.7,Billiards
video_test_0000771,120.4,121.8,Billiards
video_test_0000771,160.5,161.6,Billiards
video_test_0000771,170.7,171.2,Billiards
video_test_0000771,171.7,174.2,Billiards
video_test_0000771,180.0,180.8,Billiards
video_test_0000771,188.7,189.6,Billiards
video_test_0000771,46.2,47.9,Billiards
video_test_0001162,42.7,64.8,PoleVault
video_test_0001162,65.7,69.4,PoleVault
video_test_0001162,70.6,77.5,PoleVault
video_test_0001162,79.3,82.5,PoleVault
video_test_0001162,83.5,87.4,PoleVault
video_test_0001162,89.4,93.8,PoleVault
video_test_0001162,95.1,99.3,PoleVault
video_test_0001162,99.7,101.7,PoleVault
video_test_0001162,102.5,105.4,PoleVault
video_test_0000737,20.1,43.2,CleanAndJerk
video_test_0000737,80.3,90.9,CleanAndJerk
video_test_0000737,116.6,134.8,CleanAndJerk
video_test_0000412,165.9,167.6,Billiards
video_test_0000412,169.5,173.0,Billiards
video_test_0000412,175.2,177.8,Billiards
video_test_0000423,36.5,38.2,TennisSwing
video_test_0000423,39.7,41.4,TennisSwing
video_test_0000423,57.8,60.0,TennisSwing
video_test_0000423,61.2,62.9,TennisSwing
video_test_0000423,63.7,64.9,TennisSwing
video_test_0000423,120.3,121.6,TennisSwing
video_test_0000423,122.6,123.9,TennisSwing
video_test_0000423,125.6,126.6,TennisSwing
video_test_0000423,127.9,129.0,TennisSwing
video_test_0000423,130.3,131.5,TennisSwing
video_test_0000423,30.5,33.1,TennisSwing
video_test_0000423,33.5,35.3,TennisSwing
video_test_0000423,137.5,139.7,TennisSwing
video_test_0000045,1.6,8.7,ThrowDiscus
video_test_0000045,12.6,23.7,ThrowDiscus
video_test_0000045,65.0,70.6,ThrowDiscus
video_test_0000045,93.4,102.7,ThrowDiscus
video_test_0000045,110.9,113.9,ThrowDiscus
video_test_0000045,123.0,125.4,ThrowDiscus
video_test_0000045,129.7,130.3,ThrowDiscus
video_test_0000045,130.8,131.6,ThrowDiscus
video_test_0000045,137.9,139.8,ThrowDiscus
video_test_0000045,171.1,175.5,ThrowDiscus
video_test_0000045,190.7,194.9,ThrowDiscus
video_test_0000045,225.4,227.9,ThrowDiscus
video_test_0000617,0.0,6.1,CleanAndJerk
video_test_0000617,7.6,20.3,CleanAndJerk
video_test_0000617,22.5,30.1,CleanAndJerk
video_test_0000617,38.1,44.2,CleanAndJerk
video_test_0000617,45.3,51.4,CleanAndJerk
video_test_0000617,52.2,61.3,CleanAndJerk
video_test_0000617,63.4,68.5,CleanAndJerk
video_test_0000617,70.0,75.5,CleanAndJerk
video_test_0000617,81.4,100.2,CleanAndJerk
video_test_0000617,110.7,126.2,CleanAndJerk
video_test_0000617,126.9,137.5,CleanAndJerk
video_test_0000617,137.9,150.6,CleanAndJerk
video_test_0000617,151.2,164.0,CleanAndJerk
video_test_0000617,169.3,181.1,CleanAndJerk
video_test_0000617,181.8,205.7,CleanAndJerk
video_test_0000617,208.2,220.3,CleanAndJerk
video_test_0000617,220.6,233.4,CleanAndJerk
video_test_0000617,238.9,249.9,CleanAndJerk
video_test_0000617,251.4,264.4,CleanAndJerk
video_test_0000617,265.4,275.7,CleanAndJerk
video_test_0000617,277.4,293.0,CleanAndJerk
video_test_0000611,88.6,90.9,GolfSwing
video_test_0000611,124.1,129.6,GolfSwing
video_test_0000611,158.2,159.9,GolfSwing
video_test_0000292,65.9,67.4,SoccerPenalty
video_test_0001201,7.0,11.7,PoleVault
video_test_0001201,24.8,25.4,PoleVault
video_test_0001201,173.0,178.4,PoleVault
video_test_0001201,181.2,184.3,PoleVault
video_test_0001201,190.1,193.5,PoleVault
video_test_0001201,207.6,211.9,PoleVault
video_test_0001201,215.5,221.4,PoleVault
video_test_0001201,224.0,228.0,PoleVault
video_test_0001201,275.0,279.7,PoleVault
video_test_0001201,310.1,318.1,PoleVault
video_test_0001201,329.7,334.6,PoleVault
video_test_0001201,343.4,346.6,PoleVault
video_test_0001201,354.0,357.9,PoleVault
video_test_0001201,360.0,364.7,PoleVault
video_test_0001201,366.7,371.1,PoleVault
video_test_0001201,380.5,382.4,PoleVault
video_test_0001201,382.6,383.7,PoleVault
video_test_0001201,383.8,385.0,PoleVault
video_test_0001201,385.1,386.1,PoleVault
video_test_0001201,386.2,388.5,PoleVault
video_test_0001098,1.0,26.3,HighJump
video_test_0001098,27.0,33.0,HighJump
video_test_0001098,33.5,51.2,HighJump
video_test_0001098,51.7,56.5,HighJump
video_test_0001098,59.2,69.9,HighJump
video_test_0001098,72.9,91.2,HighJump
video_test_0001098,93.2,100.8,HighJump
video_test_0001098,101.2,109.2,HighJump
video_test_0001098,109.8,112.6,HighJump
video_test_0001098,112.9,122.0,HighJump
video_test_0001098,122.4,129.7,HighJump
video_test_0001098,132.1,142.7,HighJump
video_test_0001098,143.7,152.5,HighJump
video_test_0001098,154.0,163.2,HighJump
video_test_0000671,9.4,15.1,ThrowDiscus
video_test_0000671,16.8,20.5,ThrowDiscus
video_test_0000671,24.4,31.8,ThrowDiscus
video_test_0000671,32.2,40.5,ThrowDiscus
video_test_0000671,41.7,46.9,ThrowDiscus
video_test_0000671,50.2,56.6,ThrowDiscus
video_test_0000671,57.6,63.5,ThrowDiscus
video_test_0000671,63.9,71.2,ThrowDiscus
video_test_0000671,71.9,80.2,ThrowDiscus
video_test_0000671,80.7,89.2,ThrowDiscus
video_test_0000756,10.4,11.9,TennisSwing
video_test_0000756,12.3,13.1,TennisSwing
video_test_0000756,13.2,14.0,TennisSwing
video_test_0000756,14.4,16.1,TennisSwing
video_test_0000756,19.1,19.4,TennisSwing
video_test_0000756,19.8,20.2,TennisSwing
video_test_0000756,22.9,23.4,TennisSwing
video_test_0000756,30.8,31.5,TennisSwing
video_test_0000756,31.7,32.2,TennisSwing
video_test_0000756,34.2,35.5,TennisSwing
video_test_0000444,12.4,22.9,PoleVault
video_test_0000444,36.2,42.7,PoleVault
video_test_0000444,55.0,63.0,PoleVault
video_test_0000444,77.0,85.7,PoleVault
video_test_0000444,94.4,105.3,PoleVault
video_test_0000444,113.1,118.0,PoleVault
video_test_0000444,129.6,138.6,PoleVault
video_test_0001058,0.6,8.2,HammerThrow
video_test_0001058,25.7,33.9,HammerThrow
video_test_0001058,55.0,64.5,HammerThrow
video_test_0001058,79.1,86.6,HammerThrow
video_test_0001058,103.8,109.2,HammerThrow
video_test_0001058,127.4,134.5,HammerThrow
video_test_0001058,155.7,160.8,HammerThrow
video_test_0001058,174.2,182.9,HammerThrow
video_test_0001058,199.2,202.9,HammerThrow
video_test_0001058,225.7,232.3,HammerThrow
video_test_0001058,245.7,252.9,HammerThrow
video_test_0001058,261.8,267.1,HammerThrow
video_test_0001058,288.1,295.3,HammerThrow
video_test_0001058,304.4,309.3,HammerThrow
video_test_0001058,332.6,339.9,HammerThrow
video_test_0001058,352.3,359.9,HammerThrow
video_test_0001058,375.9,385.2,HammerThrow
video_test_0001058,390.2,399.9,HammerThrow
video_test_0001058,417.0,422.6,HammerThrow
video_test_0001058,423.4,429.3,HammerThrow
video_test_0001058,444.9,451.3,HammerThrow
video_test_0001058,479.8,489.5,HammerThrow
video_test_0001058,508.9,514.6,HammerThrow
video_test_0001058,517.0,518.6,HammerThrow
video_test_0001058,529.8,535.3,HammerThrow
video_test_0001058,555.2,560.8,HammerThrow
video_test_0001058,581.0,586.5,HammerThrow
video_test_0001058,594.4,601.8,HammerThrow
video_test_0001058,606.6,612.2,HammerThrow
video_test_0001058,624.1,630.0,HammerThrow
video_test_0001058,647.6,652.0,HammerThrow
video_test_0001058,673.0,680.1,HammerThrow
video_test_0001058,697.9,703.4,HammerThrow
video_test_0001058,714.0,724.2,HammerThrow
video_test_0001058,747.8,754.3,HammerThrow
video_test_0001058,761.0,768.6,HammerThrow
video_test_0001058,780.5,785.9,HammerThrow
video_test_0001058,809.2,816.3,HammerThrow
video_test_0001058,833.5,843.0,HammerThrow
video_test_0001058,861.8,867.5,HammerThrow
video_test_0001058,884.0,892.2,HammerThrow
video_test_0001058,908.8,917.1,HammerThrow
video_test_0001058,934.8,940.7,HammerThrow
video_test_0000464,27.7,32.1,PoleVault
video_test_0000464,32.9,46.5,PoleVault
video_test_0000464,48.3,55.1,PoleVault
video_test_0000464,55.8,68.3,PoleVault
video_test_0000464,73.3,80.0,PoleVault
video_test_0000464,80.9,95.4,PoleVault
video_test_0000464,97.2,104.9,PoleVault
video_test_0000464,105.8,117.2,PoleVault
video_test_0000464,123.9,129.8,PoleVault
video_test_0000464,130.4,143.7,PoleVault
video_test_0000464,145.8,152.5,PoleVault
video_test_0000464,152.9,165.8,PoleVault
video_test_0000464,172.2,179.6,PoleVault
video_test_0000464,180.7,194.1,PoleVault
video_test_0000464,200.0,207.3,PoleVault
video_test_0000464,207.7,221.5,PoleVault
video_test_0000464,225.3,230.7,PoleVault
video_test_0000464,232.5,246.5,PoleVault
video_test_0000464,249.6,256.0,PoleVault
video_test_0000464,257.5,270.5,PoleVault
video_test_0000464,276.3,282.0,PoleVault
video_test_0000464,285.7,298.2,PoleVault
video_test_0000464,307.5,316.0,PoleVault
video_test_0000464,317.7,331.9,PoleVault
video_test_0000464,347.3,357.1,PoleVault
video_test_0000464,365.0,375.9,PoleVault
video_test_0000464,382.8,390.4,PoleVault
video_test_0000464,391.7,404.3,PoleVault
video_test_0000464,408.9,412.4,PoleVault
video_test_0000464,416.4,429.5,PoleVault
video_test_0000464,436.4,447.1,PoleVault
video_test_0000464,451.7,465.1,PoleVault
video_test_0000464,469.6,476.8,PoleVault
video_test_0000464,477.3,489.7,PoleVault
video_test_0000464,491.4,497.8,PoleVault
video_test_0000464,503.7,516.8,PoleVault
video_test_0000464,535.3,542.8,PoleVault
video_test_0000464,549.0,562.3,PoleVault
video_test_0000374,6.7,8.3,TennisSwing
video_test_0000374,3.1,4.2,TennisSwing
video_test_0000374,89.0,90.4,TennisSwing
video_test_0000374,93.2,96.9,TennisSwing
video_test_0000814,59.6,64.2,ThrowDiscus
video_test_0000814,116.9,120.2,ThrowDiscus
video_test_0000814,154.8,160.4,ThrowDiscus
video_test_0000814,21.5,24.1,ThrowDiscus
video_test_0000814,24.8,29.8,ThrowDiscus
video_test_0000814,32.2,34.8,ThrowDiscus
video_test_0000814,78.7,85.6,ThrowDiscus
video_test_0000814,165.7,168.3,ThrowDiscus
video_test_0000028,20.0,24.0,GolfSwing
video_test_0000028,29.4,32.8,GolfSwing
video_test_0000028,38.2,40.2,GolfSwing
video_test_0000028,42.2,44.4,GolfSwing
video_test_0000028,45.4,47.4,GolfSwing
video_test_0000028,55.0,58.5,GolfSwing
video_test_0000028,61.4,64.2,GolfSwing
video_test_0000028,66.6,70.2,GolfSwing
video_test_0000028,72.1,76.8,GolfSwing
video_test_0000028,93.5,96.8,GolfSwing
video_test_0000028,99.7,104.0,GolfSwing
video_test_0000028,105.4,109.4,GolfSwing
video_test_0000028,113.9,117.4,GolfSwing
video_test_0000028,131.9,135.8,GolfSwing
video_test_0001409,19.6,22.2,SoccerPenalty
video_test_0001409,57.7,59.8,SoccerPenalty
video_test_0001409,80.3,84.6,SoccerPenalty
video_test_0001409,100.4,103.4,SoccerPenalty
video_test_0001409,121.1,123.6,SoccerPenalty
video_test_0001409,141.1,146.7,SoccerPenalty
video_test_0001409,163.5,167.1,SoccerPenalty
video_test_0000308,25.0,28.6,HighJump
video_test_0000308,29.7,31.8,HighJump
video_test_0000308,40.6,43.7,HighJump
video_test_0000308,64.5,68.6,HighJump
video_test_0000308,70.0,73.4,HighJump
video_test_0000308,75.3,78.1,HighJump
video_test_0000308,89.4,94.9,HighJump
video_test_0000308,98.0,101.7,HighJump
video_test_0000308,130.9,136.1,HighJump
video_test_0000308,136.8,140.3,HighJump
video_test_0000308,147.8,151.9,HighJump
video_test_0000308,181.7,186.0,HighJump
video_test_0000308,198.4,201.3,HighJump
video_test_0000308,237.7,240.9,HighJump
video_test_0000767,10.9,12.3,BaseballPitch
video_test_0001163,5.2,8.0,GolfSwing
video_test_0001163,22.4,25.6,GolfSwing
video_test_0001163,33.8,40.5,GolfSwing
video_test_0001163,46.9,66.0,GolfSwing
video_test_0001163,78.4,83.0,GolfSwing
video_test_0000793,12.3,22.0,PoleVault
video_test_0000793,35.2,43.7,PoleVault
video_test_0000793,48.9,60.3,PoleVault
video_test_0000793,61.8,71.7,PoleVault
video_test_0000793,77.6,89.5,PoleVault
video_test_0000793,90.5,102.7,PoleVault
video_test_0000793,111.0,119.8,PoleVault
video_test_0000793,121.3,138.4,PoleVault
video_test_0000793,143.3,152.1,PoleVault
video_test_0000793,153.9,162.7,PoleVault
video_test_0000793,176.1,184.4,PoleVault
video_test_0000793,187.8,195.8,PoleVault
video_test_0000793,198.6,206.4,PoleVault
video_test_0000793,211.3,219.6,PoleVault
video_test_0000793,223.7,231.8,PoleVault
video_test_0000793,236.8,245.3,PoleVault
video_test_0000793,251.7,261.3,PoleVault
video_test_0000793,270.9,278.7,PoleVault
video_test_0000793,285.3,293.0,PoleVault
video_test_0000793,304.0,311.6,PoleVault
video_test_0000793,331.5,340.5,PoleVault
video_test_0000793,347.1,357.7,PoleVault
video_test_0000793,378.5,387.4,PoleVault
video_test_0000793,407.0,416.4,PoleVault
video_test_0000793,434.2,442.8,PoleVault
video_test_0000793,449.8,459.7,PoleVault
video_test_0000793,475.7,484.9,PoleVault
video_test_0000793,555.0,565.3,PoleVault
video_test_0000793,567.7,576.6,PoleVault
video_test_0000793,582.4,595.6,PoleVault
video_test_0000793,616.2,626.8,PoleVault
video_test_0000793,648.7,657.5,PoleVault
video_test_0000793,665.9,676.9,PoleVault
video_test_0000793,677.6,688.2,PoleVault
video_test_0000793,703.2,712.7,PoleVault
video_test_0000793,713.5,721.1,PoleVault
video_test_0000793,735.7,744.2,PoleVault
video_test_0000793,754.0,764.2,PoleVault
video_test_0000793,777.1,786.1,PoleVault
video_test_0000793,792.8,801.1,PoleVault
video_test_0000793,886.0,894.7,PoleVault
video_test_0000793,915.3,923.1,PoleVault
video_test_0000793,928.0,936.8,PoleVault
video_test_0000793,944.6,955.5,PoleVault
video_test_0000793,970.9,984.3,PoleVault
video_test_0000793,989.0,996.2,PoleVault
video_test_0000793,1005.2,1015.9,PoleVault
video_test_0000793,1035.0,1042.8,PoleVault
video_test_0000793,1052.8,1061.0,PoleVault
video_test_0000793,1068.7,1075.7,PoleVault
video_test_0000793,1100.7,1111.3,PoleVault
video_test_0000793,1125.5,1136.1,PoleVault
video_test_0000793,1139.3,1147.2,PoleVault
video_test_0000793,1164.4,1174.4,PoleVault
video_test_0000793,1184.5,1192.3,PoleVault
video_test_0000793,1195.6,1204.8,PoleVault
video_test_0000793,1230.3,1236.6,PoleVault
video_test_0000793,1242.6,1249.6,PoleVault
video_test_0000793,1253.7,1262.9,PoleVault
video_test_0000793,1265.4,1272.3,PoleVault
video_test_0000793,1272.8,1277.0,PoleVault
video_test_0000793,1280.3,1287.2,PoleVault
video_test_0000793,1342.0,1351.5,PoleVault
video_test_0000793,1357.5,1369.4,PoleVault
video_test_0000793,1440.9,1450.1,PoleVault
video_test_0000793,1451.6,1463.1,PoleVault
video_test_0000793,1472.8,1480.9,PoleVault
video_test_0000793,1482.1,1488.1,PoleVault
video_test_0000793,1556.7,1567.1,PoleVault
video_test_0000793,1579.9,1588.3,PoleVault
video_test_0000793,1594.4,1603.8,PoleVault
video_test_0000793,1626.0,1635.4,PoleVault
video_test_0000793,1654.8,1661.4,PoleVault
video_test_0000987,33.5,39.1,ThrowDiscus
video_test_0000987,45.1,49.4,ThrowDiscus
video_test_0000987,96.6,102.9,ThrowDiscus
video_test_0000987,107.9,115.3,ThrowDiscus
video_test_0000987,128.1,132.2,ThrowDiscus
video_test_0000987,161.8,168.3,ThrowDiscus
video_test_0000442,7.3,10.9,HighJump
video_test_0000442,11.4,14.6,HighJump
video_test_0000442,15.7,20.9,HighJump
video_test_0000442,21.7,35.3,HighJump
video_test_0000442,50.7,52.9,HighJump
video_test_0000442,55.3,57.4,HighJump
video_test_0000442,58.4,72.0,HighJump
video_test_0000442,134.0,140.5,HighJump
video_test_0000887,48.0,51.3,HighJump
video_test_0000887,52.2,56.6,HighJump
video_test_0000887,57.9,62.7,HighJump
video_test_0000887,65.1,70.1,HighJump
video_test_0000887,157.4,163.5,HighJump
video_test_0000887,167.2,171.1,HighJump
video_test_0000887,171.7,174.4,HighJump
video_test_0000887,177.5,180.3,HighJump
video_test_0000887,182.1,188.2,HighJump
video_test_0000887,249.1,269.4,HighJump
video_test_0000887,271.4,317.7,HighJump
video_test_0000887,361.0,382.0,HighJump
video_test_0000740,0.0,5.6,CleanAndJerk
video_test_0000740,5.8,12.5,CleanAndJerk
video_test_0000740,12.5,18.4,CleanAndJerk
video_test_0000740,35.3,40.9,CleanAndJerk
video_test_0000740,43.7,49.5,CleanAndJerk
video_test_0000740,52.1,56.9,CleanAndJerk
video_test_0000740,128.5,133.8,CleanAndJerk
video_test_0000740,133.6,140.1,CleanAndJerk
video_test_0000740,140.1,144.0,CleanAndJerk
video_test_0000847,0.5,3.3,GolfSwing
video_test_0000847,221.6,232.1,GolfSwing
video_test_0000873,6.3,9.0,BaseballPitch
video_test_0000556,4.8,5.7,Billiards
video_test_0000556,21.2,22.5,Billiards
video_test_0000556,33.6,35.0,Billiards
video_test_0000556,45.9,50.4,Billiards
video_test_0000556,62.4,63.4,Billiards
video_test_0001247,85.8,92.6,Billiards
video_test_0001267,16.3,21.6,Billiards
video_test_0001267,29.1,34.2,Billiards
video_test_0001267,56.4,59.8,Billiards
video_test_0001267,66.6,69.3,Billiards
video_test_0001267,118.2,122.9,Billiards
video_test_0000839,11.0,14.0,HighJump
video_test_0000839,22.7,28.0,HighJump
video_test_0000839,28.8,30.6,HighJump
video_test_0000839,32.4,38.4,HighJump
video_test_0000839,39.3,42.1,HighJump
video_test_0000839,44.6,46.8,HighJump
video_test_0000839,66.6,73.1,HighJump
video_test_0000839,74.9,79.7,HighJump
video_test_0000839,81.5,87.7,HighJump
video_test_0000839,89.7,92.3,HighJump
video_test_0000839,95.6,101.9,HighJump
video_test_0000839,105.7,111.5,HighJump
video_test_0000839,115.3,121.9,HighJump
video_test_0000839,136.1,142.7,HighJump
video_test_0000839,144.5,150.2,HighJump
video_test_0000839,155.1,160.4,HighJump
video_test_0000839,163.8,169.4,HighJump
video_test_0000839,174.7,178.9,HighJump
video_test_0000839,179.9,183.9,HighJump
video_test_0000839,185.8,193.7,HighJump
video_test_0000839,196.9,205.0,HighJump
video_test_0000839,206.7,209.6,HighJump
video_test_0000839,212.3,219.1,HighJump
video_test_0000839,223.8,231.9,HighJump
video_test_0000839,233.9,241.4,HighJump
video_test_0000839,248.7,255.5,HighJump
video_test_0000839,264.5,270.9,HighJump
video_test_0000839,272.7,278.3,HighJump
video_test_0000839,281.7,286.6,HighJump
video_test_0000839,289.6,295.6,HighJump
video_test_0000839,299.5,305.6,HighJump
video_test_0000839,309.8,317.4,HighJump
video_test_0000839,318.8,324.9,HighJump
video_test_0000839,331.4,335.7,HighJump
video_test_0000839,339.9,345.3,HighJump
video_test_0000839,353.5,362.0,HighJump
video_test_0000664,1.3,4.8,BaseballPitch
video_test_0000664,22.3,25.3,BaseballPitch
video_test_0000664,56.8,59.7,BaseballPitch
video_test_0001075,6.9,10.7,Billiards
video_test_0001075,15.3,16.6,Billiards
video_test_0001075,18.6,22.4,Billiards
video_test_0001075,28.4,29.0,Billiards
video_test_0001075,33.6,35.7,Billiards
